,key,datetime,author,caption,hashtags,location,address,x,y,address_unit
207,https://www.instagram.com/p/CH94_Y7giDB/,2020-11-24T08:36:53.000Z,egonschiele_cafe,"그림도구들은 무료이용 가능하세요
데이트하기 정말 좋은 공간
이색적인 카페 찾으신다면 #에곤카페
놀러오세요
영업시간 11:00 ~ 20:00
#제주카페 #제주도카페 #제주 #제주이색카페 #제주이쁜카페 #제주맛집추천 #그림그리는카페 #egonschiele #에곤쉴레카페 #성산카페 #제주성산카페 #제주맛집 #성산맛집 #제주카페추천 #에곤쉴레 #우도 #우도카페 #하도카페 #하도리카페 #세화카페 #종달리카페 #서귀포카페 #성산일출봉카페 #제주여행코스 #빛의벙커 #섭지코지카페 #제주나만아는카페 #제주카페그램 #제주카페가볼만한곳","['에곤카페', '제주카페', '제주도카페', '제주', '제주이색카페', '제주이쁜카페', '제주맛집추천', '그림그리는카페', 'egonschiele', '에곤쉴레카페', '성산카페', '제주성산카페', '제주맛집', '성산맛집', '제주카페추천', '에곤쉴레', '우도', '우도카페', '하도카페', '하도리카페', '세화카페', '종달리카페', '서귀포카페', '성산일출봉카페', '제주여행코스', '빛의벙커', '섭지코지카페', '제주나만아는카페', '제주카페그램', '제주카페가볼만한곳']",에곤카페,제주특별자치도 서귀포시 성산읍 고성리 485-1,126.918199053612,33.4399179214926,성산읍
208,https://www.instagram.com/p/CH94--ODm8p/,2020-11-24T08:36:50.000Z,hyeonhee0000,".
.
.
#치저스 #치즈폭포스테이크 #송당리맛집 #제주도 #제주 #제주카페 #제주맛집 #제주명소 #다가볼꺼야 #가까운곳부터 #둘러보기 #제주도민 #도민맛집 #맛집탐방 #제주일상 #제주현지인맛집 #제주스타그램 #제주시맛집 #서귀포맛집 #코로나 #조심하세요 #😷","['치저스', '치즈폭포스테이크', '송당리맛집', '제주도', '제주', '제주카페', '제주맛집', '제주명소', '다가볼꺼야', '가까운곳부터', '둘러보기', '제주도민', '도민맛집', '맛집탐방', '제주일상', '제주현지인맛집', '제주스타그램', '제주시맛집', '서귀포맛집', '코로나', '조심하세요']",치저스 제주,제주특별자치도 제주시 구좌읍 송당리 1581-1,126.774018571495,33.4684714634794,구좌읍
209,https://www.instagram.com/p/CH94-auAIAm/,2020-11-24T08:36:46.000Z,egonschiele_cafe,"그림도구들은 무료이용 가능하세요
데이트하기 정말 좋은 공간
이색적인 카페 찾으신다면 #에곤카페
놀러오세요
영업시간 11:00 ~ 20:00
#제주카페 #제주도카페 #제주 #제주이색카페 #제주이쁜카페 #제주맛집추천 #그림그리는카페 #egonschiele #에곤쉴레카페 #성산카페 #제주성산카페 #제주맛집 #성산맛집 #제주카페추천 #에곤쉴레 #우도 #우도카페 #하도카페 #하도리카페 #세화카페 #종달리카페 #서귀포카페 #성산일출봉카페 #제주여행코스 #빛의벙커 #섭지코지카페 #제주나만아는카페 #제주카페그램 #제주카페가볼만한곳","['에곤카페', '제주카페', '제주도카페', '제주', '제주이색카페', '제주이쁜카페', '제주맛집추천', '그림그리는카페', 'egonschiele', '에곤쉴레카페', '성산카페', '제주성산카페', '제주맛집', '성산맛집', '제주카페추천', '에곤쉴레', '우도', '우도카페', '하도카페', '하도리카페', '세화카페', '종달리카페', '서귀포카페', '성산일출봉카페', '제주여행코스', '빛의벙커', '섭지코지카페', '제주나만아는카페', '제주카페그램', '제주카페가볼만한곳']",에곤카페,제주특별자치도 서귀포시 성산읍 고성리 485-1,126.918199053612,33.4399179214926,성산읍
221,https://www.instagram.com/p/CH94O5BDnwp/,2020-11-24T08:30:16.000Z,choiyoojinnnnnn,#햇빛 #쨍쨍 #행복해 #휴가 #애월 #제주 #카페 #봄날 #거울샷 #셀카 #셀스타그램 #예쁘다그램 #하늘 #커플샷 #좋아요 #여유 #힐링 #여행 #제주에미치다 #메이크업 #백만년만에 #화장 하고 #나들이 #산책 #커피 #💕,"['햇빛', '쨍쨍', '행복해', '휴가', '애월', '제주', '카페', '봄날', '거울샷', '셀카', '셀스타그램', '예쁘다그램', '하늘', '커플샷', '좋아요', '여유', '힐링', '여행', '제주에미치다', '메이크업', '백만년만에', '화장', '나들이', '산책', '커피']",봄날,제주특별자치도 제주시 일도1동 1425-3,126.524677826742,33.513278603906,일도1동
223,https://www.instagram.com/p/CH94HG8h7kp/,2020-11-24T08:29:12.000Z,jandi_visiting,"녹색카페, 식물카페를 지향하는 녹색을 좋아해
녹색메뉴만 연구학고 만드는 🥒🥦🥬🍏🥝
#잔디공장방문자 가 되어 주셔서 감사합니다🌱
#제주도 #성산카페 #잔디공장
.
✅서귀포시 성산읍 일주동로5154번길 5
✅OPEN 11:00 ~ 19:00
✅YES 애견동반가능한집 🐶 YES 키드존 👶🏻
.
🌱메뉴선택 실패1도 없는 맛있는 카페 🌱 #jmt
🤩잔디우유 6.5
😋잔디스무디 8.5
😝새콤하다에이드 6.5
🥰잔디잼토스트 4.5
.
‼️표선에서 성산가는 길 성산에서 표선가는 길
🚗🚕🚙🚌🚎 🚗🏎🛴🚚🚒🚛🚛
.
#제주 #서귀포 #카페 #식물카페 #서귀포카페
#성산일출봉 #섭지코지 #광치기해변 #우도 #제주도 #성산맛집 #표선맛집 #하도리맛집 #중문맛집 #성산일출봉맛집 #빛의벙커 #신산리카페 #신산리 #신산리맛집","['잔디공장방문자', '제주도', '성산카페', '잔디공장', 'jmt', '제주', '서귀포', '카페', '식물카페', '서귀포카페', '성산일출봉', '섭지코지', '광치기해변', '우도', '제주도', '성산맛집', '표선맛집', '하도리맛집', '중문맛집', '성산일출봉맛집', '빛의벙커', '신산리카페', '신산리', '신산리맛집']",잔디공장,제주특별자치도 서귀포시 성산읍 신산리 1073-9,126.873289850307,33.3774305792331,성산읍
224,https://www.instagram.com/p/CH94C5OhiPa/,2020-11-24T08:28:38.000Z,jandi_visiting,"잔디공장에서...
.
.
.

#잔디공장방문자 가 되어주셔서 감사합니다🌱

#제주도 #성산카페 #잔디공장 #cafe
#제주 #서귀포 #보롬왓 #휴애리 #카멜리아힐 #동백포레스트
.
.
.
#서귀포카페 #성산카페 #제주살이 #제주도카페추천 #제주도카페투어 #제주동쪽카페 #제주카페투어 #제주카페추천 #제주카페탐방 #제주도게스트하우스 #제주게하","['잔디공장방문자', '제주도', '성산카페', '잔디공장', 'cafe', '제주', '서귀포', '보롬왓', '휴애리', '카멜리아힐', '동백포레스트', '서귀포카페', '성산카페', '제주살이', '제주도카페추천', '제주도카페투어', '제주동쪽카페', '제주카페투어', '제주카페추천', '제주카페탐방', '제주도게스트하우스', '제주게하']",잔디공장,제주특별자치도 서귀포시 성산읍 신산리 1073-9,126.873289850307,33.3774305792331,성산읍
225,https://www.instagram.com/p/CH94ADElL23/,2020-11-24T08:28:15.000Z,again_cha_i_,"#제주 #아들과함깨하는
#감사가 뭐 별건가요~#감사합니다
#감성카페#토끼썸#구좌읍#하도리
#타이밍 이 척척 들어맞는 여상한 요#며칠
#뭐 좋은소식이 있으려나#아님말구
#쑥라떼","['제주', '아들과함깨하는', '감사가', '감사합니다', '감성카페', '토끼썸', '구좌읍', '하도리', '타이밍', '며칠', '뭐', '아님말구', '쑥라떼']",토끼썸,제주특별자치도 제주시 구좌읍 하도리 1,126.89881498224804,33.52192638345875,구좌읍
230,https://www.instagram.com/p/CH97oIdBfPA/,2020-11-24T08:59:56.000Z,younghee_h,"우도

블랑로쉐
바람이.. 🌬

#제주 #우도 #제주카페 #우도카페 #신행 #행복 #여행 #카페투어 #카페 #일상 #바다 #제주도 #블랑로쉐 #cafe","['제주', '우도', '제주카페', '우도카페', '신행', '행복', '여행', '카페투어', '카페', '일상', '바다', '제주도', '블랑로쉐', 'cafe']",블랑로쉐,제주특별자치도 제주시 우도면 연평리 712,126.95788529275667,33.51568360202809,우도면
232,https://www.instagram.com/p/CH97hPvJ3ry/,2020-11-24T08:58:59.000Z,jo_jh414,"제주도착해서 운전기사 🚖
지자투어 gogo 🙋🏻‍♂️
#제주도#제주#jeju#제주여행#그레이그로브#제주카페
이제 돈사돈 뿌시러 🐖🐖🐖🐖🐖🐖","['제주도', '제주', 'jeju', '제주여행', '그레이그로브', '제주카페']",그레이그로브,제주특별자치도 서귀포시 안덕면 사계리 2294-20,126.299823371655,33.2258394271189,안덕면
235,https://www.instagram.com/p/CH97YT5jd34/,2020-11-24T08:57:46.000Z,lillyb_illy,"베리딜리셔스가 최고다.
.
.
#제주 #제주도 #제주여행 #제주살이 #한림 #한림맛집 #한림카페 #제주맛집 #제주카페 #씨리얼","['제주', '제주도', '제주여행', '제주살이', '한림', '한림맛집', '한림카페', '제주맛집', '제주카페', '씨리얼']","Cereal, 씨리얼",제주특별자치도 제주시 한림읍 한림리 1034-1,126.26739782896999,33.41429832362196,한림읍
241,https://www.instagram.com/p/CH97AIgJKVw/,2020-11-24T08:54:28.000Z,cindy_7989,"W E
.
.
지난주 제주도가 꿈 같구나🌴
.
손과 발이 불편한 우리
.
이제부턴
좋은일 한가득~~
.
.
#제주#제주카페#아라파파#구름맛집
#우리#좋은일가득#액땜중#잘될꺼야
#부부#즐거움#동행#이상미인","['제주', '제주카페', '아라파파', '구름맛집', '우리', '좋은일가득', '액땜중', '잘될꺼야', '부부', '즐거움', '동행', '이상미인']",아라파파,제주특별자치도 제주시 연동 1523,126.490900288636,33.4784583869864,연동
242,https://www.instagram.com/p/CH96-U0hfH-/,2020-11-24T08:54:13.000Z,d_ggl_2,"2020년 겨울제주
.
.
.
#제주#제주도#겨울여행#제주여행#여행#전신샷#카페#제주카페#제주동쪽#공백#소통#셀피#셀카#좋아요#좋반#선팔#맞팔#selfie#","['제주', '제주도', '겨울여행', '제주여행', '여행', '전신샷', '카페', '제주카페', '제주동쪽', '공백', '소통', '셀피', '셀카', '좋아요', '좋반', '선팔', '맞팔', 'selfie']",Gongbech.공백,제주특별자치도 제주시 구좌읍 동복리 1568-1,126.715093661443,33.5533924123546,구좌읍
252,https://www.instagram.com/p/CH96dL_AONV/,2020-11-24T08:49:42.000Z,egonschiele_cafe,"그림도구들은 무료이용 가능하세요
데이트하기 정말 좋은 공간
이색적인 카페 찾으신다면 #에곤카페
놀러오세요
영업시간 11:00 ~ 20:00
#제주카페 #제주도카페 #제주 #제주이색카페 #제주이쁜카페 #제주맛집추천 #그림그리는카페 #egonschiele #에곤쉴레카페 #성산카페 #제주성산카페 #제주맛집 #성산맛집 #제주카페추천 #에곤쉴레 #우도 #우도카페 #하도카페 #하도리카페 #세화카페 #종달리카페 #서귀포카페 #성산일출봉카페 #제주여행코스 #빛의벙커 #섭지코지카페 #제주나만아는카페 #제주카페그램 #제주카페가볼만한곳","['에곤카페', '제주카페', '제주도카페', '제주', '제주이색카페', '제주이쁜카페', '제주맛집추천', '그림그리는카페', 'egonschiele', '에곤쉴레카페', '성산카페', '제주성산카페', '제주맛집', '성산맛집', '제주카페추천', '에곤쉴레', '우도', '우도카페', '하도카페', '하도리카페', '세화카페', '종달리카페', '서귀포카페', '성산일출봉카페', '제주여행코스', '빛의벙커', '섭지코지카페', '제주나만아는카페', '제주카페그램', '제주카페가볼만한곳']",에곤카페,제주특별자치도 서귀포시 성산읍 고성리 485-1,126.918199053612,33.4399179214926,성산읍
263,https://www.instagram.com/p/CH99MVflB4o/,2020-11-24T09:13:37.000Z,greenbi_7,"시로코...
.
.
#시로코#시로코카페#자스민티#캐모마일티#민트티#카페#카페스타그램#음료스타그램#금요일#오후#저녁#제주#용담#제주카페#티타임","['시로코', '시로코카페', '자스민티', '캐모마일티', '민트티', '카페', '카페스타그램', '음료스타그램', '금요일', '오후', '저녁', '제주', '용담', '제주카페', '티타임']",제주도 해안도로,제주특별자치도 서귀포시 안덕면 사계리,126.293352563779,33.2167542093081,안덕면
268,https://www.instagram.com/p/CH987zFgOXa/,2020-11-24T09:11:21.000Z,egonschiele_cafe,"그림도구들은 무료이용 가능하세요
데이트하기 정말 좋은 공간
이색적인 카페 찾으신다면 #에곤카페
놀러오세요
영업시간 11:00 ~ 20:00
#제주카페 #제주도카페 #제주 #제주이색카페 #제주이쁜카페 #제주맛집추천 #그림그리는카페 #egonschiele #에곤쉴레카페 #성산카페 #제주성산카페 #제주맛집 #성산맛집 #제주카페추천 #에곤쉴레 #우도 #우도카페 #하도카페 #하도리카페 #세화카페 #종달리카페 #서귀포카페 #성산일출봉카페 #제주여행코스 #빛의벙커 #섭지코지카페 #제주나만아는카페 #제주카페그램 #제주카페가볼만한곳","['에곤카페', '제주카페', '제주도카페', '제주', '제주이색카페', '제주이쁜카페', '제주맛집추천', '그림그리는카페', 'egonschiele', '에곤쉴레카페', '성산카페', '제주성산카페', '제주맛집', '성산맛집', '제주카페추천', '에곤쉴레', '우도', '우도카페', '하도카페', '하도리카페', '세화카페', '종달리카페', '서귀포카페', '성산일출봉카페', '제주여행코스', '빛의벙커', '섭지코지카페', '제주나만아는카페', '제주카페그램', '제주카페가볼만한곳']",에곤카페,제주특별자치도 서귀포시 성산읍 고성리 485-1,126.918199053612,33.4399179214926,성산읍
272,https://www.instagram.com/p/CH9LL5djZ3b/,2020-11-24T01:56:39.000Z,g.bong.2,"오랜만에 재밌었다🤍
내옆에 계속 있을놈들ෆ
.
.
.
.

#좋아요반사 #좋반 #좋아요 #팔로우 #팔로우늘리기 #선팔후맞팔 #선팔 #맞팔 #셀피 #제주 #디엠 #일상 #인친 #데일리룩 #ootd #instagram #카페 #제주카페 #outfit #데일리 #daily #follow #일상스타그램 #likeforfollow #몸스타그램 #ootdfashion #selfie #패션 #motd #like","['좋아요반사', '좋반', '좋아요', '팔로우', '팔로우늘리기', '선팔후맞팔', '선팔', '맞팔', '셀피', '제주', '디엠', '일상', '인친', '데일리룩', 'ootd', 'instagram', '카페', '제주카페', 'outfit', '데일리', 'daily', 'follow', '일상스타그램', 'likeforfollow', '몸스타그램', 'ootdfashion', 'selfie', '패션', 'motd', 'like']",1970새마을포차 제주연동점,제주특별자치도 제주시 연동 273-14,126.490495611803,33.4865692570026,연동
275,https://www.instagram.com/p/CH983efAK1-/,2020-11-24T09:10:46.000Z,egonschiele_cafe,"그림도구들은 무료이용 가능하세요
데이트하기 정말 좋은 공간
이색적인 카페 찾으신다면 #에곤카페
놀러오세요
영업시간 11:00 ~ 20:00
#제주카페 #제주도카페 #제주 #제주이색카페 #제주이쁜카페 #제주맛집추천 #그림그리는카페 #egonschiele #에곤쉴레카페 #성산카페 #제주성산카페 #제주맛집 #성산맛집 #제주카페추천 #에곤쉴레 #우도 #우도카페 #하도카페 #하도리카페 #세화카페 #종달리카페 #서귀포카페 #성산일출봉카페 #제주여행코스 #빛의벙커 #섭지코지카페 #제주나만아는카페 #제주카페그램 #제주카페가볼만한곳","['에곤카페', '제주카페', '제주도카페', '제주', '제주이색카페', '제주이쁜카페', '제주맛집추천', '그림그리는카페', 'egonschiele', '에곤쉴레카페', '성산카페', '제주성산카페', '제주맛집', '성산맛집', '제주카페추천', '에곤쉴레', '우도', '우도카페', '하도카페', '하도리카페', '세화카페', '종달리카페', '서귀포카페', '성산일출봉카페', '제주여행코스', '빛의벙커', '섭지코지카페', '제주나만아는카페', '제주카페그램', '제주카페가볼만한곳']",에곤카페,제주특별자치도 서귀포시 성산읍 고성리 485-1,126.918199053612,33.4399179214926,성산읍
279,https://www.instagram.com/p/CH98kAMjtaq/,2020-11-24T09:08:23.000Z,staywithcoffee,"[NEW CORP.11]

[콜롬비아 라 로마 N]

체리체리하고♥
와인와인하며♥
뱅쇼뱅쇼해요♥

차별화된 톡톡튀는 향미

URL : www.staywithcoffee.com

#콜롬비아 #라로마 #콜롬비아라로마 #COLOMBIA #LALOMA #제주 #로스터리카페 #스테이위드커피 #staywithcoffee #취향존중 #취향에맞는커피 #커피매니아 #커피전문가 #올해의커피 #베스트픽 #원픽 #제주카페 #카페투어 #카페맛집 #카페추천 #제주카페추천 #사계리카페 #서귀포카페 #모슬포카페","['콜롬비아', '라로마', '콜롬비아라로마', 'COLOMBIA', 'LALOMA', '제주', '로스터리카페', '스테이위드커피', 'staywithcoffee', '취향존중', '취향에맞는커피', '커피매니아', '커피전문가', '올해의커피', '베스트픽', '원픽', '제주카페', '카페투어', '카페맛집', '카페추천', '제주카페추천', '사계리카페', '서귀포카페', '모슬포카페']",Stay with Coffee,제주특별자치도 서귀포시 안덕면 사계리 2147-1,126.303287850538,33.2278027640613,안덕면
285,https://www.instagram.com/p/CH9__eBh2mU/,2020-11-24T09:38:04.000Z,younghee_h,"성산 스튜디오
드르쿰다
카페? 🙄

#제주 #우도 #제주카페 #신행 #행복 #여행 #카페투어 #카페 #일상 #바다 #제주도 #드르쿰다 #드르쿰다in성산 #cafe #성산스튜디오","['제주', '우도', '제주카페', '신행', '행복', '여행', '카페투어', '카페', '일상', '바다', '제주도', '드르쿰다', '드르쿰다in성산', 'cafe', '성산스튜디오']",드르쿰다 제주,제주특별자치도 서귀포시 성산읍 고성리 372-1,126.91908094568531,33.444502297886025,성산읍
306,https://www.instagram.com/p/CH9_IT5Bs4W/,2020-11-24T09:30:32.000Z,younghee_h,"우도
해물짬뽕
톳 짜장🍜

#제주 #우도 #신행 #행복 #여행 #카페투어 #카페 #일상 #바다 #제주도 #우도짬뽕 #우도짜장면 #짜장면 #짬뽕맛집 #우도산호반점","['제주', '우도', '신행', '행복', '여행', '카페투어', '카페', '일상', '바다', '제주도', '우도짬뽕', '우도짜장면', '짜장면', '짬뽕맛집', '우도산호반점']",우도 산호반점,제주특별자치도 제주시 우도면 연평리 2516-2,126.94374285460731,33.50261826862432,우도면
307,https://www.instagram.com/p/CH9_IMIBy-0/,2020-11-24T09:30:31.000Z,jandi_visiting,"녹색카페, 식물카페를 지향하는 녹색을 좋아해
녹색메뉴만 연구학고 만드는 🥒🥦🥬🍏🥝

#잔디공장방문자 가 되어 주셔서 감사합니다🌱
#제주도 #성산카페 #잔디공장
.
✅서귀포시 성산읍 일주동로5154번길 5
✅OPEN 11:00 ~ 19:00
✅YES 애견동반가능한집 🐶 YES 키드존 👶🏻
.
🌱메뉴선택 실패1도 없는 맛있는 카페 🌱 #jmt
🤩잔디우유 6.5
😋잔디스무디 8.5
😝새콤하다에이드 6.5
🥰잔디잼토스트 4.5
.
‼️표선에서 성산가는 길 성산에서 표선가는 길
🚗🚕🚙🚌🚎 🚗🏎🛴🚚🚒🚛🚛
.
#제주 #서귀포 #제주도여행 #제주살이 #제주도게스트하우스 #도두해안도로 #한담해변 #협재해수욕장 #제주도핫플 #성산맛집 #서귀포맛집 #애월맛집 #한담맛집 #곽지맛집 #협재맛집 #한림맛집 #대정맛집 #협재카페 #애월카페","['잔디공장방문자', '제주도', '성산카페', '잔디공장', 'jmt', '제주', '서귀포', '제주도여행', '제주살이', '제주도게스트하우스', '도두해안도로', '한담해변', '협재해수욕장', '제주도핫플', '성산맛집', '서귀포맛집', '애월맛집', '한담맛집', '곽지맛집', '협재맛집', '한림맛집', '대정맛집', '협재카페', '애월카페']",잔디공장,제주특별자치도 서귀포시 성산읍 신산리 1073-9,126.873289850307,33.3774305792331,성산읍
308,https://www.instagram.com/p/CH9-36qjdVX/,2020-11-24T09:28:28.000Z,hyeobjaejin,"오늘은 매운거 불닭이닷

협재1번가 불닭♡

#협재#제주도#바다
#제주#협재게스트하우스#감성포차
#협재1번가#제주도술집#협재맛집
#제주술집#제주여행#제주도여행
#jeju#카페#제주카페#제주맛집
#제주도멋집#제주#뷰#중문
#서귀포#성산#제주서쪽
#협재술집#협재술집추천
#협재술집❤ #협재입니다","['협재', '제주도', '바다', '제주', '협재게스트하우스', '감성포차', '협재1번가', '제주도술집', '협재맛집', '제주술집', '제주여행', '제주도여행', 'jeju', '카페', '제주카페', '제주맛집', '제주도멋집', '제주', '뷰', '중문', '서귀포', '성산', '제주서쪽', '협재술집', '협재술집추천', '협재술집', '협재입니다']",협재1번가술집밥집,제주특별자치도 제주시 한림읍 협재리 1728,126.24216053732899,33.395604683838634,한림읍
313,https://www.instagram.com/p/CH9-yUkp_3R/,2020-11-24T09:27:32.000Z,godyaosdy,"오랜만에 몽상드애월을 지나 하이엔드 제주에서 소금커피 한잔~ 노을과 석양은 보너스!!👍

#제주시맛집 #제주살이 #제주라이프 #제주카페 #제주도맛집 #제주가볼만한곳 #제주일상 #제주도 #제주맛집 #제주도가볼만한곳 #제주도한달살기 #제주 #제주도카페 #선팔맞팔 #선팔 #맞팔 #선팔하면맞팔 #안알랴줌 #소통해요 #소통 #소통환영 #소통스타그램 #제주뚜벅이여행 #제주올레길 #애월읍 #하이엔드제주 #몽상드애월","['제주시맛집', '제주살이', '제주라이프', '제주카페', '제주도맛집', '제주가볼만한곳', '제주일상', '제주도', '제주맛집', '제주도가볼만한곳', '제주도한달살기', '제주', '제주도카페', '선팔맞팔', '선팔', '맞팔', '선팔하면맞팔', '안알랴줌', '소통해요', '소통', '소통환영', '소통스타그램', '제주뚜벅이여행', '제주올레길', '애월읍', '하이엔드제주', '몽상드애월']",하이엔드 제주,제주특별자치도 제주시 애월읍 애월리 2550-2,126.30917383944714,33.46359065428745,애월읍
314,https://www.instagram.com/p/CH9-thUpVSM/,2020-11-24T09:26:53.000Z,itsheeyoung,강추 하는 서귀포 브런치 카페! (귤따기 체험도 무료로 가능 ☺️) #제주 #서귀포카페 #jeju,"['제주', '서귀포카페', 'jeju']",카페텐저린,제주특별자치도 서귀포시 법환동 1298-3,126.50870672572,33.2362671146571,법환동
